Date,Open,High,Low,Close,Volume
2011-06-14,3713,3713,3713,3713,22791734
2011-06-15,3696.94,3696.94,3696.94,3696.94,40563739
2011-06-16,3693.31,3693.31,3693.31,3693.31,32631483
2011-06-17,3714.37,3714.37,3714.37,3714.37,51929019
2011-06-20,3665.8,3665.8,3665.8,3665.8,15122555
2011-06-21,3677.56,3677.56,3677.56,3677.56,20595210
2011-06-22,3639.38,3639.38,3639.38,3639.38,25830065
2011-06-24,3631.42,3631.42,3631.42,3631.42,26237878
2011-06-27,3614.04,3614.04,3614.04,3614.04,15405589
2011-06-28,3610.3,3610.3,3610.3,3610.3,18310805
2011-06-29,3648.21,3648.21,3648.21,3648.21,19808978
2011-06-30,3635.18,3635.18,3635.18,3635.18,27010229
2011-07-01,3649.89,3649.89,3649.89,3649.89,24439130
2011-07-04,3637.96,3637.96,3637.96,3637.96,12395843
2011-07-05,3650.19,3650.19,3650.19,3650.19,18034303
2011-07-06,3622.68,3622.68,3622.68,3622.68,16899608
2011-07-07,3701.14,3701.14,3701.14,3701.14,23714643
2011-07-08,3666.42,3666.42,3666.42,3666.42,24072222
2011-07-11,3600.56,3600.56,3600.56,3600.56,20865647
2011-07-12,3589.23,3589.23,3589.23,3589.23,25850141
2011-07-13,3625.74,3625.74,3625.74,3625.74,19661554
2011-07-14,3599.09,3599.09,3599.09,3599.09,11766291
2011-07-15,3606.02,3606.02,3606.02,3606.02,18687146
2011-07-18,3515.55,3515.55,3515.55,3515.55,17282940
2011-07-19,3522.19,3522.19,3522.19,3522.19,22146825
2011-07-20,3538.55,3538.55,3538.55,3538.55,16063735
