PERMNO,start,ending,TICKER,EXCHCD,date,enddate,npermno,ric
76841,20031113,20121231,BIIB,3,20031113,20121231,1,BIIB.O
76240,20020515,20100429,BJS,1,19900720,20121231,1,BJS.N
49656,19950331,20121231,BK,1,19691204,20121231,1,BK.N
67467,19980120,20121231,BLI,1,20010516,20060818,1,BLI.N
87267,20110404,20121231,BLK,1,19991001,20121231,1,BLK.N
57568,19841004,20121231,BLL,1,19731217,20121231,1,BLL.N
65883,19831201,20070103,BLS,1,19840216,20121231,1,BLS.N
11976,19981001,20121231,BMC,1,20010313,20091026,1,BMC.N
11976,19981001,20121231,BMC,3,20091026,20121231,1,BMC.O
18092,19900823,20070711,BMET,3,19821217,20121231,1,BMET.O
43772,19780720,20121231,BMS,1,19660913,20121231,1,BMS.N
19393,19570301,20121231,BMY,1,19620702,20121231,1,BMY.N
50227,19700305,20100212,BNI,1,19700303,20121231,1,BNI.N
26518,19860508,20071026,BOL,1,19620702,20121231,1,BOL.N
75333,19931123,20060331,BR,1,19880708,20121231,1,BR.N
85963,20000703,20121231,BRCM,3,19980417,20121231,1,BRCM.O
83443,20100216,20121231,BRK,1,19960509,20121231,1,BRK.N
11415,20060227,20081222,BRL,1,19980210,20121231,1,BRL.N
10786,19251231,20001208,BS,1,19620702,20121231,1,BS.N
68304,19980701,20080530,BSC,1,19851029,20121231,1,BSC.N
77605,19950224,20121231,BSX,1,19920519,20121231,1,BSX.N
88991,20061120,20121231,BTU,1,20010523,20121231,1,BTU.N
59184,19760701,20081118,BUD,1,19800418,20121231,1,BUD.N
83630,20001106,20010831,BVSN,3,19960621,20121231,1,BVSN.O
79545,20111219,20121231,BWA,1,19930813,20121231,1,BWA.N
85058,20060403,20121231,BXP,1,19970618,20121231,1,BXP.N
70519,19880526,20121231,C,1,19981204,20121231,1,C.N
25778,19870709,20121231,CA,1,19860911,20080428,1,CA.N
25778,19870709,20121231,CA,3,20080428,20121231,1,CA.O
56274,19830901,20121231,CAG,1,19730109,20121231,1,CAG.N
21371,19970527,20121231,CAH,1,19940907,20121231,1,CAH.N
81857,20080129,20121231,CAM,1,19990301,20121231,1,CAM.N
25487,19950501,20060731,CAR,1,20060905,20101231,1,CAR.N
25487,19950501,20060731,CAR,3,20101231,20121231,1,CAR.O
18542,19570301,20121231,CAT,1,19710401,20121231,1,CAT.N
59192,19760701,20121231,CB,1,19840229,20121231,1,CB.N
21979,19570301,20090908,CBE,1,19620702,20121231,1,CBE.N
21979,20111123,20121130,CBE,1,19620702,20121231,1,CBE.N
90199,20061110,20121231,CBG,1,20040610,20121231,1,CBG.N
86845,20060606,20080328,CBH,1,19960926,20121231,1,CBH.N
15368,19500703,20000504,CBS,1,19971201,20121231,2,CBS.N
76226,19940930,20121231,CBS,1,20060103,20121231,2,CBS.N
22032,20041220,20070906,CBSS,3,19730123,20121231,1,CBSS.O
47175,19890511,20080328,CC,1,19840621,20121231,1,CC.N
70500,19981008,20121231,CCE,1,19861121,20121231,1,CCE.N
86339,20120314,20121231,CCI,1,20010425,20121231,1,CCI.N
17726,19570301,20001208,CCK,1,19620702,20121231,1,CCK.N
75154,19981222,20121231,CCL,1,19911126,20121231,1,CCL.N
24046,19970902,20080730,CCU,1,19941104,20121231,1,CCU.N
25487,19950501,20060731,CD,1,19971218,20060905,1,CD.N
26332,20010402,20040226,CE,1,20021107,20121231,1,CE.N
24221,19570301,20120313,CEG,1,19990503,20121231,1,CEG.N
11552,20061106,20121231,CELG,3,19870728,20121231,1,CELG.O
38914,19690522,20010330,CEN,1,19920603,20121231,1,CEN.N
76625,20081117,20111014,CEPH,3,19910425,20121231,1,CEPH.O
10909,20100430,20121231,CERN,3,19861205,20121231,1,CERN.O
89003,20061110,20121231,CEY,1,20010709,20060201,1,CEY.N
90829,20080827,20121231,CF,1,20050811,20121231,2,CF.N
10725,20000619,20040831,CF,1,19991206,20121231,2,CF.N
64565,19970618,20080630,CFC,1,20021113,20121231,1,CFC.N
92988,20090901,20121231,CFN,1,20090901,20121231,1,CFN.N
89303,20080611,20121231,CG,1,20020201,20080610,2,CG.N
11340,19251231,20001101,CG,1,19620702,20121231,2,CG.N
38893,19850523,20010129,CGP,1,19630220,20121231,1,CGP.N
21397,19700423,20000616,CHA,1,19720515,20121231,1,CHA.N
23318,20001124,20060419,CHIR,3,19830802,20121231,1,CHIR.O
78877,20060303,20121231,CHK,1,19950428,20121231,1,CHK.N
85459,20070302,20121231,CHRW,3,19971015,20121231,1,CHRW.O
64186,19820408,20121231,CI,1,19820420,20121231,1,CI.N
84519,20010830,20091218,CIEN,3,19970207,20121231,1,CIEN.O
22947,19941025,20060331,CIN,1,19620702,20121231,1,CIN.N
23473,19971218,20121231,CINF,3,19721214,20121231,1,CINF.O
89463,20041027,20090724,CIT,1,20020702,20121231,2,CIT.N
85599,20000717,20010601,CIT,1,19971113,20121231,2,CIT.N
18729,19570301,20121231,CL,1,19620702,20121231,1,CL.N
27422,20091221,20121231,CLF,1,19620702,20121231,1,CLF.N
46578,19690116,20121231,CLX,1,19680801,20121231,1,CLX.N
25081,19951201,20121231,CMA,1,19910402,20121231,1,CMA.N
89525,20021119,20121231,CMCSA,3,20021119,20121231,1,CMCSA.O
11997,19931213,20021118,CMCSK,3,19861224,20121231,1,CMCSK.O
89626,20060811,20121231,CME,1,20021206,20080714,1,CME.N
89626,20060811,20121231,CME,3,20080714,20121231,1,CME.O
91068,20110428,20121231,CMG,1,20060126,20121231,1,CMG.N
41080,19650107,20121231,CMI,1,20031210,20121231,1,CMI.N
23229,19990503,20121231,CMS,1,19620702,20121231,1,CMS.N
10942,19991027,20070131,CMVT,3,19861215,20121231,1,CMVT.O
81262,20040325,20070322,CMX,1,19990920,20121231,1,CMX.N
86976,19970115,20020724,CNC,1,19860924,20121231,1,CNC.N
21821,19570301,20000128,CNG,1,19620702,20121231,1,CNG.N
21792,19850725,20121231,CNP,1,20021001,20121231,1,CNP.N
86799,20060628,20121231,CNX,1,19990430,20121231,1,CNX.N
86496,20000131,20020625,CNXT,3,19990104,20121231,1,CNXT.O
87029,19990809,20020830,COC,1,19990816,20121231,1,COC.N
81055,19980701,20121231,COF,1,19941116,20121231,1,COF.N
76082,20080623,20121231,COG,1,19900208,20121231,1,COG.N
88661,20040901,20121231,COH,1,20001005,20121231,1,COH.N
89014,20010702,20121231,COL,1,20010702,20121231,1,COL.N
76129,19960102,20000727,COMS,3,19840321,20121231,1,COMS.O
13928,19570301,20121231,COP,1,20020903,20121231,1,COP.N
92156,20110301,20121231,COV,1,20070702,20121231,1,COV.N
92156,20070702,20090604,COV,1,20070702,20121231,1,COV.N
25320,19570301,20121231,CPB,1,19620702,20121231,1,CPB.N
83981,20001201,20051201,CPN,1,19960920,20121231,1,CPN.N
68347,19880225,20020503,CPQ,1,19851210,20121231,1,CPQ.N
78139,19990104,20111230,CPWR,3,19921216,20121231,1,CPWR.O
20204,19570301,20041217,CR,1,19620702,20121231,1,CR.N
90215,20080915,20121231,CRM,1,20040623,20121231,1,CRM.N
40125,19810514,20121231,CSC,1,19681126,20121231,1,CSC.N
76076,19931231,20121231,CSCO,3,19900216,20121231,1,CSCO.O
23851,19570301,20000615,CSR,1,19620702,20121231,1,CSR.N
62148,19801106,20121231,CSX,1,19801113,20121231,1,CSX.N
23660,20010301,20121231,CTAS,3,19830819,20121231,1,CTAS.O
27430,19900525,20060717,CTB,1,19620702,20121231,1,CTB.N
60599,19990325,20121231,CTL,1,19781024,20121231,1,CTL.N
86158,20061117,20121231,CTSH,3,19980619,20121231,1,CTSH.O
53831,19770331,20090818,CTX,1,19711228,20121231,1,CTX.N
82686,19991201,20121231,CTXS,3,19951208,20121231,1,CTXS.O
41080,19650107,20121231,CUM,1,19640910,20031210,1,CUM.N
68857,20101220,20121231,CVC,1,19991207,20121231,1,CVC.N
86305,20000613,20091218,CVG,1,19980813,20121231,1,CVG.N
76619,20050830,20121231,CVH,1,20010516,20121231,1,CVH.N
17005,19570301,20121231,CVS,1,19961016,20121231,1,CVS.N
14541,19251231,20121231,CVX,1,20011010,20121231,1,CVX.N
23887,20010227,20121231,CZN,1,19920224,20080731,1,CZN.N
64936,19830520,20121231,D,1,19830602,20121231,1,D.N
26112,19680201,20050818,DAL,1,19620702,20121231,1,DAL.N
11607,19570301,20060302,DCN,1,19620702,20121231,1,DCN.N
11703,19570301,20121231,DD,1,19620702,20121231,1,DD.N
78927,20070323,20090327,DDR,1,19930202,20121231,1,DDR.N
49429,19861002,20081021,DDS,1,19890623,20121231,1,DDS.N
19350,19570301,20121231,DE,1,19620702,20121231,1,DE.N
11081,19960906,20121231,DELL,3,19880622,20121231,1,DELL.O
83421,20060403,20121231,DF,1,20011224,20121231,1,DF.N
92121,20070702,20121231,DFS,1,20070702,20121231,1,DFS.N
93096,20121203,20121231,DG,1,20091113,20121231,2,DG.N
30382,19980716,20070706,DG,1,19950201,20121231,2,DG.N
84373,20021212,20121231,DGX,1,19970114,20121231,1,DGX.N
77661,20050705,20121231,DHI,1,19951214,20121231,1,DHI.N
49680,19981118,20121231,DHR,1,19840926,20121231,1,DHR.N
26403,19760701,20121231,DIS,1,19620702,20121231,1,DIS.N
90805,20100301,20121231,DISCA,3,20050721,20121231,1,DISCA.O
58990,19780504,20071213,DJ,1,19760713,20121231,1,DJ.N
13103,20121224,20121231,DLPH,1,20111117,20121231,1,DLPH.N
81481,20111219,20121231,DLTR,3,19950307,20121231,1,DLTR.O
61743,19860424,20041217,DLX,1,19800425,20121231,1,DLX.N
88590,20081202,20121231,DNB,1,20001003,20121231,1,DNB.N
82196,20090402,20121231,DNR,1,19970508,20121231,1,DNR.N
38682,19840719,20121211,DNY,1,19631001,20040301,1,DNY.N
82298,20090226,20121231,DO,1,19951011,20121231,1,DO.N
25953,19851024,20121231,DOV,1,19620702,20121231,1,DOV.N
20626,19540420,20121231,DOW,1,19620702,20121231,1,DOW.N
86591,19990528,20051010,DPH,1,19990205,20121231,1,DPH.N
92618,20081007,20121231,DPS,1,20080507,20121231,1,DPS.N
92618,20081007,20121231,DPS,31,20080429,20080507,1,DPS.N
81655,19950530,20121231,DRI,1,19950530,20121231,1,DRI.N
11674,19251231,20121231,DTE,1,19620702,20121231,1,DTE.N
89954,20061204,20121231,DTV,1,20040317,20071203,1,DTV.N
89954,20061204,20121231,DTV,3,20071203,20121231,1,DTV.O
27959,19760701,20121231,DUK,1,19620702,20121231,1,DUK.N
76708,20090609,20120928,DV,1,19951114,20121231,1,DV.N
82307,20080731,20121231,DVA,1,20001009,20121231,1,DVA.N
87137,20000830,20121231,DVN,1,20041012,20121231,1,DVN.N
87137,20000830,20121231,DVN,2,19990818,20041012,1,DVN.A
90352,20001003,20091218,DYN,1,20000202,20121231,1,DYN.N
75828,20020722,20121231,EA,3,20111220,20121231,1,EA.O
86356,20020722,20121231,EBAY,3,19980924,20121231,1,EBAY.O
62834,19830707,20060605,EC,1,19810527,20121231,1,EC.N
70578,19890112,20121231,ECL,1,19861210,20121231,1,ECL.N
11404,19251231,20121231,ED,1,19620702,20121231,1,ED.N
83596,19980811,20080826,EDS,1,19960610,20121231,1,EDS.N
26075,19660929,20001101,EFU,1,19620702,20121231,1,EFU.N
52476,19970619,20121231,EFX,1,19760102,20121231,1,EFX.N
15720,19251231,20121231,EIX,1,19960205,20121231,1,EIX.N
11754,19251231,20101217,EK,1,19620702,20121231,1,EK.N
82642,20060105,20121231,EL,1,19951117,20121231,1,EL.N
10147,19960328,20121231,EMC,1,19880322,20121231,1,EMC.N
80080,19940104,20121231,EMN,1,19940104,20121231,1,EMN.N
22103,19650107,20121231,EMR,1,19620702,20121231,1,EMR.N
23317,19510906,20011129,ENE,1,19860410,20121231,1,ENE.N
75825,20001102,20121231,EOG,1,19891004,20121231,1,EOG.N
85238,20011010,20070209,EOP,1,19970708,20121231,1,EOP.N
77481,19991026,20120524,EP,1,20011231,20121231,1,EP.N
91218,20060518,20090630,EQ,1,20060518,20121231,1,EQ.N
79547,20011203,20121231,EQR,1,19930812,20121231,1,EQR.N
24328,20081219,20121231,EQT,1,19620702,20121231,1,EQT.N
75828,20020722,20121231,ERTS,3,19890920,20111220,1,ERTS.O
77668,20030926,20121231,ESRX,3,19920609,20121231,1,ESRX.O
62519,20070104,20091222,ESV,1,19951220,20121231,2,ESV.N
93159,20120731,20121231,ESV,1,20091223,20121231,2,ESV.N
83862,20040401,20121231,ET,1,20010215,20061227,1,ET.N
83862,20040401,20121231,ETFC,3,20061227,20121231,1,ETFC.O
11762,19570301,20121231,ETN,1,19710426,20121231,1,ETN.N
24010,19570301,20121231,ETR,31,19940103,20121231,1,ETR.N
75625,19950522,20010803,ETS,1,20010806,20121231,1,ETS.N
87657,20110401,20121231,EW,1,20000403,20121231,1,EW.N
21776,19440607,20121231,EXC,1,20001017,20121231,1,EXC.N
87717,20071010,20121231,EXPD,3,19840926,20121231,1,EXPD.O
90808,20071002,20121231,EXPE,3,20050809,20121231,1,EXPE.O
90808,20071002,20121231,EXPEV,33,20050802,20050809,1,EXPEV.O
25785,19570301,20121231,F,31,20000803,20121231,1,F.N
11618,20080915,20121231,FAST,3,19870820,20121231,1,FAST.O
47159,19881110,20040331,FBF,1,19991122,20121231,1,FBF.N
81774,19950731,20121231,FCX,1,19950731,20121231,1,FCX.N
77462,19951201,20121231,FD,1,19920317,20070601,1,FD.N
77546,19940927,20070924,FDC,1,19920409,20121231,1,FDC.N
53866,20010806,20121231,FDO,1,19790814,20121231,1,FDO.N
60628,19801106,20121231,FDX,1,19781228,20121231,1,FDX.N
23026,19570710,20121231,FE,1,19971110,20121231,1,FE.N
86964,20101220,20121231,FFIV,3,19990604,20121231,1,FFIV.O
36397,20020506,20121231,FHN,1,20040421,20121231,1,FHN.N
86102,20030416,20121231,FII,1,19980514,20121231,1,FII.N
89003,20061110,20121231,FIS,1,20060201,20121231,1,FIS.N
10696,20010402,20121231,FISV,3,19860925,20121231,1,FISV.O
34746,19960308,20121231,FITB,3,19750423,20121231,1,FITB.O
61583,19860508,20001122,FJ,1,19970814,20121231,1,FJ.N
46295,19740509,20000128,FLE,1,19701113,20121231,1,FLE.N
79265,20090102,20121231,FLIR,3,19930622,20121231,1,FLIR.O
88853,20001222,20121231,FLR,1,20001222,20121231,1,FLR.N
30940,20081002,20121231,FLS,1,19970723,20121231,1,FLS.N
19166,19640220,20011231,FMC,1,19620702,20121231,1,FMC.N
19166,20090819,20121231,FMC,1,19620702,20121231,1,FMC.N
51043,19880811,20080910,FNM,1,19700831,20121231,1,FNM.N
49905,19841025,20081201,FNP,1,20120515,20121231,1,FNP.N
10225,19251231,20121231,FO,1,19970602,20111004,1,FO.N
39087,19890727,20121231,FON,1,19920227,20050815,1,FON.N
79089,20120404,20121231,FOSL,3,19930408,20121231,1,FOSL.O
22496,19990622,20001130,FPC,1,19820329,20121231,1,FPC.N
24205,19760701,20121231,FPL,1,19620702,20100623,1,FPL.N
75789,19920102,20080910,FRE,1,19890810,20121231,1,FRE.N
45241,20001122,20121231,FRX,1,19991008,20121231,1,FRX.N
77150,20040803,20061109,FSH,1,19911218,20121231,1,FSH.N
90435,20041203,20061201,FSL,1,20041203,20121231,1,FSL.N
91611,20091016,20121231,FSLR,3,20061117,20121231,1,FSLR.O
36127,19990104,20010226,FSR,1,19981120,20121231,1,FSR.N
89004,20090605,20121231,FTI,1,20010614,20121231,1,FTI.N
36397,20020506,20121231,FTN,1,19990728,20040421,1,FTN.N
23887,20010227,20121231,FTR,1,20080731,20111216,1,FTR.N
23887,20010227,20121231,FTR,3,20111216,20121231,1,FTR.O
50200,19931001,20010831,FW,1,19851205,20121231,1,FW.N
18112,19570301,20000128,FWC,1,19620702,20050603,1,FWC.N
18112,19570301,20000128,FWLT,3,20050603,20121231,1,FWLT.O
16424,19601026,20050930,G,1,19910916,20121231,1,G.N
26657,19581210,20000829,GAP,1,19620702,20121231,1,GAP.N
48274,19890803,20111212,GAS,1,19690502,20121231,2,GAS.N
15553,20111213,20121231,GAS,1,20111216,20121231,2,GAS.N
47941,19751211,20121231,GCI,1,19690310,20121231,1,GCI.N
12052,19570301,20121231,GD,1,19620702,20121231,1,GD.N
81126,19961219,20060421,GDT,1,19941214,20121231,1,GDT.N
53479,19880609,20060929,GDW,1,19711104,20121231,1,GDW.N
12060,19570301,20121231,GE,1,19620702,20121231,1,GE.N
10324,20011214,20110401,GENZ,3,19860605,20121231,1,GENZ.O
79129,20070702,20081112,GGP,1,19930408,20121231,1,GGP.N
77274,20040701,20121231,GILD,3,19920122,20121231,1,GILD.O
17144,19690213,20121231,GIS,1,19620702,20121231,1,GIS.N
32379,19911125,20050701,GLK,1,19880426,20121231,1,GLK.N
22293,19570301,20121231,GLW,1,19620702,20121231,1,GLW.N
12079,19251231,20090602,GM,1,19620702,20121231,1,GM.N
89301,20071214,20121231,GME,1,20020213,20121231,1,GME.N
90162,20051202,20121231,GNW,1,20040525,20121231,1,GNW.N
90319,20060403,20121231,GOOG,3,20040819,20121231,1,GOOG.O
23915,19640220,20051219,GP,1,19631001,20121231,1,GP.N
46674,19731115,20121231,GPC,1,19680820,20121231,1,GPC.N
59010,19860821,20121231,GPS,1,19760730,20121231,1,GPS.N
22541,19950209,20011106,GPU,1,19651001,20121231,1,GPU.N
12140,19570301,20120730,GR,1,19620702,20121231,1,GR.N
85908,19980401,20001208,GRA,1,19980408,20121231,1,GRA.N
88837,20121212,20121231,GRMN,3,20001208,20121231,1,GRMN.O
86868,20020722,20121231,GS,1,19990504,20121231,1,GS.N
16432,19251231,20121231,GT,1,19620702,20121218,1,GT.N
16432,19251231,20121231,GT,3,20121218,20121231,1,GT.O
21004,19570301,20000630,GTE,1,19710104,20121231,1,GTE.N
79973,19980427,20060731,GTW,1,19970522,20121231,1,GTW.N
52695,19810514,20121231,GWW,1,19750729,20121231,1,GWW.N
86326,19990929,20011009,GX,1,20001106,20121231,1,GX.N
91388,20060801,20070409,H,1,20060801,20121231,2,H.N
40838,19810910,20010627,H,1,19930315,20121231,2,H.N
23819,19570301,20121231,HAL,1,19620702,20121231,1,HAL.N
88031,20120629,20121231,HANS,3,19921027,20120109,1,HANS.O
75224,20060201,20121231,HAR,1,19871111,20121231,1,HAR.N
52978,19840913,20121231,HAS,1,19990623,20101221,1,HAS.N
52978,19840913,20121231,HAS,3,20101221,20121231,1,HAS.O
42906,19970806,20121231,HBAN,3,19721214,20121231,1,HBAN.O
76171,19930901,20061117,HCA,1,20000530,20121231,1,HCA.N
87070,20070215,20121231,HCBK,3,19990713,20121231,1,HCBK.O
65947,20090130,20121231,HCN,1,19921217,20121231,1,HCN.N
67598,20080331,20121231,HCP,1,19850523,20121231,1,HCP.N
77063,19980928,20071108,HCR,1,19911018,20121231,1,HCR.N
66181,19880303,20121231,HD,1,19840419,20121231,1,HD.N
70033,20000131,20121231,HDI,1,19870701,20060815,1,HDI.N
76090,19900208,20080128,HET,1,19950703,20121231,1,HET.N
20124,19570301,20030328,HI,1,19810629,20121231,1,HI.N
82775,19951220,20121231,HIG,1,19951220,20121231,1,HIG.N
10693,19970107,20030320,HLS,1,20061026,20121231,1,HLS.N
23309,19700423,20071024,HLT,1,19620702,20121231,1,HLT.N
12319,19570301,20011214,HM,1,19620702,20121231,1,HM.N
76565,20011107,20070301,HMA,1,19920603,20121231,1,HMA.N
46703,20070320,20121231,HMT,1,19931012,20060418,1,HMT.N
23077,19570301,20121231,HNZ,1,19620702,20121231,1,HNZ.N
70033,20000131,20121231,HOG,1,20060815,20121231,1,HOG.N
10145,19251231,20121231,HON,1,19991202,20121231,1,HON.N
54690,20001117,20060407,HOT,1,19820330,20121231,2,HOT.N
91207,20060410,20121231,HOT,1,20060410,20121231,2,HOT.N
32707,20100301,20121231,HP,1,19630320,20121231,1,HP.N
18016,19570301,20081113,HPC,1,19620702,20121231,1,HPC.N
27828,19741017,20121231,HPQ,1,20020506,20121231,1,HPQ.N
49373,19861128,20121231,HRB,1,19691013,20121231,1,HRB.N
10693,19970107,20030320,HRC,1,19890913,20061026,1,HRC.N
32870,20090304,20121231,HRL,1,19900116,20121231,1,HRL.N
25582,20080922,20121231,HRS,1,19740516,20121231,1,HRS.N
89954,20061204,20121231,HS,1,20031223,20040317,1,HS.N
22840,19810910,20120628,HSH,1,20120629,20121231,1,HSH.N
90110,20040503,20121231,HSP,1,20040503,20121231,1,HSP.N
46703,20070320,20121231,HST,1,20060418,20121231,1,HST.N
16600,19570301,20121231,HSY,1,19620702,20121231,1,HSY.N
48653,19951201,20121231,HUM,1,19740121,20121231,1,HUM.N
78840,20061201,20080820,IACI,3,20030623,20121231,1,IACI.O
12490,19570301,20121231,IBM,1,19620702,20121231,1,IBM.N
90993,20070926,20121231,ICE,1,20051116,20121231,1,ICE.N
76841,20031113,20121231,IDPH,3,19910917,20031113,1,IDPH.O
40272,19760304,20121231,IFF,1,19640302,20121231,1,IFF.N
45277,20010904,20121231,IGT,1,19910131,20121231,1,IGT.N
48514,19880211,20000628,IKN,1,19970127,20121231,1,IKN.N
43610,20010921,20020716,IMNX,3,19830701,20121231,1,IMNX.O
59328,19761209,20121231,INTC,3,19721214,20121231,1,INTC.O
78975,20001211,20121231,INTU,3,19930312,20121231,1,INTU.O
21573,19251231,20121231,IP,1,19620702,20121231,1,IP.N
53065,19921030,20121231,IPG,1,19710823,20121231,1,IPG.N
12431,20101117,20121231,IR,1,19620702,20121231,1,IR.N
12431,19570301,20090630,IR,1,19620702,20121231,1,IR.N
83143,20090106,20121231,IRM,1,19990426,20121231,1,IRM.N
88352,20080602,20121231,ISRG,3,20000613,20121231,1,ISRG.O
12570,19570301,20111031,ITT,1,20000905,20121231,1,ITT.N
56573,19860213,20121231,ITW,1,19730313,20121231,1,ITW.N
86725,20081124,20121231,IVGN,3,19990226,20081124,1,IVGN.O
81910,20080821,20121231,IVZ,1,20070524,20121231,1,IVZ.N
10078,19920820,20100128,JAVA,3,20070827,20121231,1,JAVA.O
79094,20010130,20121231,JBL,1,19980505,20121231,1,JBL.N
42534,19860508,20121231,JCI,1,19741202,20121231,1,JCI.N
18403,19570301,20121231,JCP,1,19620702,20121231,1,JCP.N
79879,20000727,20121231,JDSU,3,19990706,20121231,1,JDSU.O
52329,20071026,20121231,JEC,1,19891215,20121231,1,JEC.N
87536,20010628,20040428,JHF,1,20000127,20121231,1,JHF.N
22111,19730531,20121231,JNJ,1,19620702,20121231,1,JNJ.N
86979,20060602,20121231,JNPR,1,20091029,20121231,1,JNPR.N
86979,20060602,20121231,JNPR,3,19990625,20091029,1,JNPR.O
88313,20000713,20111122,JNS,1,20030102,20121231,1,JNS.N
76638,20011217,20090303,JNY,1,19910516,20121231,1,JNY.N
42104,19890720,20000509,JOS,1,19650616,20121231,1,JOS.N
89105,20110228,20121231,JOY,1,20111206,20121231,1,JOY.N
89105,20110228,20121231,JOYG,3,20010801,20111206,1,JOYG.O
48485,19760701,20060331,JP,1,19690609,20121231,1,JP.N
48071,19760701,20001229,JPM,1,19690401,20121231,2,JPM.N
47896,19760701,20121231,JPM,1,20010102,20121231,2,JPM.N
57817,19860807,20121231,JWN,1,19990610,20121231,1,JWN.N
26825,19610426,20121231,K,1,19620702,20121231,1,K.N
70092,19890308,20091218,KBH,1,19860801,20121231,1,KBH.N
64995,19940302,20121231,KEY,1,19830527,20121231,1,KEY.N
89006,20070402,20121231,KFT,1,20010613,20120626,1,KFT.N
89006,20070402,20121231,KFT,3,20120626,20121002,1,KFT.O
86176,20001003,20101217,KG,1,20000523,20121231,1,KG.N
77129,20060403,20121231,KIM,1,19911122,20121231,1,KIM.N
46886,19970915,20121231,KLAC,3,19801008,20121231,1,KLAC.O
12749,19570301,20020116,KM,1,19770518,20121231,1,KM.N
17750,19570301,20121231,KMB,1,19620702,20121231,1,KMB.N
25769,19841004,20060810,KMG,1,19620702,20121231,1,KMG.N
51596,20001212,20070530,KMI,1,19991008,20121231,2,KMI.N
12558,20120525,20121231,KMI,1,20110211,20121231,2,KMI.N
89757,20050328,20121231,KMRT,3,20030610,20050328,1,KMRT.O
89508,20100628,20121231,KMX,1,20021001,20121231,1,KMX.N
11308,19570301,20121231,KO,1,19620702,20121231,1,KO.N
16678,19570301,20121231,KR,1,19620702,20121231,1,KR.N
76557,19920423,20051230,KRB,1,19910122,20121231,1,KRB.N
13598,20121002,20121231,KRFT,3,20121002,20121231,1,KRFT.O
48960,19751211,20060627,KRI,1,19860501,20121231,1,KRI.N
24360,20000821,20070824,KSE,1,19981020,20121231,1,KSE.N
77606,19980814,20121231,KSS,1,19920519,20121231,1,KSS.N
12650,19990405,20000712,KSU,1,19620702,20121231,1,KSU.N
26710,19950510,20121231,L,1,20080623,20121231,1,L.N
53612,19851121,20010629,LDG,1,19711129,20121231,1,LDG.N
60943,19991018,20121231,LEG,1,19790625,20121231,1,LEG.N
80599,19980112,20080916,LEH,1,19940531,20121231,1,LEH.N
52708,20051004,20121231,LEN,1,19720727,20121231,1,LEN.N
12062,20041101,20121231,LH,1,19950504,20121231,1,LH.N
86725,20081124,20121231,LIFE,3,20081124,20121231,1,LIFE.O
49905,19841025,20081201,LIZ,1,19910220,20120515,1,LIZ.N
86021,20041201,20121231,LLL,1,19980519,20121231,1,LLL.N
10299,20000403,20121231,LLTC,3,19860528,20121231,1,LLTC.O
50876,19701119,20121231,LLY,1,19700709,20121231,1,LLY.N
65330,20060424,20121231,LM,1,19830801,20121231,1,LM.N
21178,19840719,20121231,LMT,1,19950316,20121231,1,LMT.N
49015,19760701,20121231,LNC,1,19690820,20121231,1,LNC.N
89303,20080611,20121231,LO,1,20080610,20121231,1,LO.N
61399,19840301,20121231,LOW,1,19791219,20121231,1,LOW.N
56223,19741017,20061109,LPX,1,19721229,20121231,1,LPX.N
48486,20120605,20121231,LRCX,3,19840504,20121231,1,LRCX.O
48267,19951213,20121231,LSI,1,19891002,20121219,1,LSI.N
48267,19951213,20121231,LSI,3,20121219,20121231,1,LSI.O
64282,19830915,20121231,LTD,1,19820610,20121231,1,LTD.N
26710,19950510,20121231,LTR,1,19620702,20080623,1,LTR.N
83332,19961001,20061130,LU,1,19960404,20121231,1,LU.N
20415,20070827,20121231,LUK,1,19800528,20121231,1,LUK.N
58683,19940713,20121231,LUV,1,19770627,20121231,1,LUV.N
82643,19990813,20120928,LXK,1,19951115,20121231,1,LXK.N
77462,19951201,20121231,M,1,20070601,20121231,1,M.N
91233,20080718,20121231,MA,1,20060525,20121231,1,MA.N
85913,19980521,20121231,MAR,1,19980330,20121231,1,MAR.N
34032,19810618,20121231,MAS,1,19690505,20121231,1,MAS.N
39538,19820311,20121231,MAT,-1,19740909,20090928,1,
39538,19820311,20121231,MAT,3,20090928,20121231,1,MAT.O
13100,19440607,20050829,MAY,1,19960826,20121231,1,MAY.N
75175,19961203,20091218,MBI,1,19870701,20121231,1,MBI.N
43449,19700625,20121231,MCD,1,19660705,20121231,1,MCD.N
78987,20070907,20121231,MCHP,3,19930319,20121231,1,MCHP.O
81061,19990113,20121231,MCK,1,19950103,20121231,1,MCK.N
48506,19791227,20121231,MCO,1,20001003,20121231,1,MCO.N
89006,20070402,20121231,MDLZ,3,20121002,20121231,1,MDLZ.O
42796,19680523,20110103,MDP,1,19651209,20121231,1,MDP.N
64629,19830103,20030819,MDR,1,19821231,20121231,1,MDR.N
60097,19861023,20121231,MDT,1,19771121,20121231,1,MDT.N
19895,19570301,20020129,MEA,1,19620702,20121231,1,MEA.N
76656,20000616,20070531,MEDI,3,19910508,20121231,1,MEDI.O
26382,19800117,20001221,MEE,1,20001201,20121231,1,MEE.N
26382,20080623,20110601,MEE,1,20001201,20121231,1,MEE.N
59379,19760701,20070629,MEL,1,19810710,20121231,1,MEL.N
52919,19820408,20081231,MER,1,19710727,20121231,1,MER.N
